"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2","testAdd","Surefire suite","Mon Feb 10 18:34:46 GMT 2025","passed","Mon Feb 10 18:34:46 GMT 2025","HamcrestTest","Surefire test","HamcrestTest","testAdd"
"","0","testMultiplyNegative","Surefire suite","Mon Feb 10 18:34:46 GMT 2025","passed","Mon Feb 10 18:34:46 GMT 2025","SimpleMathTest","Surefire test","SimpleMathTest","testMultiplyNegative"
"","3","getCircleAreaRadiusFromDataProvider","Surefire suite","Mon Feb 10 18:34:46 GMT 2025","passed","Mon Feb 10 18:34:46 GMT 2025","GeometryTest","Surefire test","GeometryTest","getCircleAreaRadiusFromDataProvider"
"","0","testAdd","Surefire suite","Mon Feb 10 18:34:46 GMT 2025","passed","Mon Feb 10 18:34:46 GMT 2025","AnnotationTest","Surefire test","AnnotationTest","testAdd"
"","1115","testAckermannStackOverflow","Surefire suite","Mon Feb 10 18:34:45 GMT 2025","passed","Mon Feb 10 18:34:46 GMT 2025","AdvancedMathTest","Surefire test","AdvancedMathTest","testAckermannStackOverflow"
"","0","getCircleAreaRadiusFromDataProvider","Surefire suite","Mon Feb 10 18:34:46 GMT 2025","passed","Mon Feb 10 18:34:46 GMT 2025","GeometryTest","Surefire test","GeometryTest","getCircleAreaRadiusFromDataProvider"
"","0","testNotGreaterThan","Surefire suite","Mon Feb 10 18:34:45 GMT 2025","passed","Mon Feb 10 18:34:45 GMT 2025","RelationsTest","Surefire test","RelationsTest","testNotGreaterThan"
"","1","testAckermannDisabled","Surefire suite","Mon Feb 10 18:34:45 GMT 2025","unknown","Mon Feb 10 18:34:45 GMT 2025","AdvancedMathTest","Surefire test","AdvancedMathTest","testAckermannDisabled"
"","0","Shows the usage of the delta parameter.","Surefire suite","Mon Feb 10 18:34:46 GMT 2025","passed","Mon Feb 10 18:34:46 GMT 2025","GeometryTest","Surefire test","GeometryTest","getCircleArea"
"","1","testNegativeFac","Surefire suite","Mon Feb 10 18:34:46 GMT 2025","passed","Mon Feb 10 18:34:46 GMT 2025","AdvancedMathTest","Surefire test","AdvancedMathTest","testNegativeFac"
"","4","checkPropertyLastnameWithValue","Surefire suite","Mon Feb 10 18:34:46 GMT 2025","passed","Mon Feb 10 18:34:46 GMT 2025","HamcrestTest","Surefire test","HamcrestTest","checkPropertyLastnameWithValue"
"","1","testGreaterThan","Surefire suite","Mon Feb 10 18:34:45 GMT 2025","passed","Mon Feb 10 18:34:45 GMT 2025","RelationsTest","Surefire test","RelationsTest","testGreaterThan"
"","0","testDivideZero","Surefire suite","Mon Feb 10 18:34:46 GMT 2025","passed","Mon Feb 10 18:34:46 GMT 2025","SimpleMathTest","Surefire test","SimpleMathTest","testDivideZero"
