"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","testDivideZero","Surefire suite","Mon Feb 10 20:05:07 GMT 2025","passed","Mon Feb 10 20:05:07 GMT 2025","SimpleMathTest","Surefire test","SimpleMathTest","testDivideZero"
"","0","testFac","Surefire suite","Mon Feb 10 20:05:07 GMT 2025","passed","Mon Feb 10 20:05:07 GMT 2025","AdvancedMathTest","Surefire test","AdvancedMathTest","testFac"
"","2","testAdd","Surefire suite","Mon Feb 10 20:05:07 GMT 2025","passed","Mon Feb 10 20:05:07 GMT 2025","HamcrestTest","Surefire test","HamcrestTest","testAdd"
"","1","Shows the usage of the delta parameter.","Surefire suite","Mon Feb 10 20:05:07 GMT 2025","passed","Mon Feb 10 20:05:07 GMT 2025","GeometryTest","Surefire test","GeometryTest","getCircleArea"
"","1","testDivideNegative","Surefire suite","Mon Feb 10 20:05:07 GMT 2025","passed","Mon Feb 10 20:05:07 GMT 2025","SimpleMathTest","Surefire test","SimpleMathTest","testDivideNegative"
"","3","getCircleAreaRadiusFromDataProvider","Surefire suite","Mon Feb 10 20:05:07 GMT 2025","passed","Mon Feb 10 20:05:07 GMT 2025","GeometryTest","Surefire test","GeometryTest","getCircleAreaRadiusFromDataProvider"
"","0","testMultiplyNegative","Surefire suite","Mon Feb 10 20:05:07 GMT 2025","passed","Mon Feb 10 20:05:07 GMT 2025","SimpleMathTest","Surefire test","SimpleMathTest","testMultiplyNegative"
"","60","checkPropertyLastname","Surefire suite","Mon Feb 10 20:05:07 GMT 2025","passed","Mon Feb 10 20:05:07 GMT 2025","HamcrestTest","Surefire test","HamcrestTest","checkPropertyLastname"
"","1","testAckermannDisabled","Surefire suite","Mon Feb 10 20:05:06 GMT 2025","unknown","Mon Feb 10 20:05:06 GMT 2025","AdvancedMathTest","Surefire test","AdvancedMathTest","testAckermannDisabled"
"","0","testGreaterThan","Surefire suite","Mon Feb 10 20:05:06 GMT 2025","passed","Mon Feb 10 20:05:06 GMT 2025","RelationsTest","Surefire test","RelationsTest","testGreaterThan"
"","5","checkPropertyLastnameWithValue","Surefire suite","Mon Feb 10 20:05:07 GMT 2025","passed","Mon Feb 10 20:05:07 GMT 2025","HamcrestTest","Surefire test","HamcrestTest","checkPropertyLastnameWithValue"
"","1119","testAckermannStackOverflow","Surefire suite","Mon Feb 10 20:05:06 GMT 2025","passed","Mon Feb 10 20:05:07 GMT 2025","AdvancedMathTest","Surefire test","AdvancedMathTest","testAckermannStackOverflow"
"","0","testMultiply","Surefire suite","Mon Feb 10 20:05:07 GMT 2025","passed","Mon Feb 10 20:05:07 GMT 2025","SimpleMathTest","Surefire test","SimpleMathTest","testMultiply"
"","1","mapHasKey","Surefire suite","Mon Feb 10 20:05:07 GMT 2025","passed","Mon Feb 10 20:05:07 GMT 2025","HamcrestTest","Surefire test","HamcrestTest","mapHasKey"
"","0","testSquareRootOfMinusOneIsNotANumber","Surefire suite","Mon Feb 10 20:05:07 GMT 2025","passed","Mon Feb 10 20:05:07 GMT 2025","HamcrestTest","Surefire test","HamcrestTest","testSquareRootOfMinusOneIsNotANumber"
"","1","mapHasEntry","Surefire suite","Mon Feb 10 20:05:07 GMT 2025","passed","Mon Feb 10 20:05:07 GMT 2025","HamcrestTest","Surefire test","HamcrestTest","mapHasEntry"
