"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","getCircleAreaRadiusFromDataProvider","Surefire suite","Thu Apr 24 20:16:27 GMT 2025","passed","Thu Apr 24 20:16:27 GMT 2025","GeometryTest","Surefire test","GeometryTest","getCircleAreaRadiusFromDataProvider"
"","1186","testAckermannStackOverflow","Surefire suite","Thu Apr 24 20:16:24 GMT 2025","passed","Thu Apr 24 20:16:25 GMT 2025","AdvancedMathsTest","Surefire test","AdvancedMathsTest","testAckermannStackOverflow"
"","4","testDivisionByZero","Surefire suite","Thu Apr 24 20:16:23 GMT 2025","passed","Thu Apr 24 20:16:23 GMT 2025","MathsTest","Surefire test","MathsTest","testDivisionByZero"
"","0","testFac","Surefire suite","Thu Apr 24 20:16:25 GMT 2025","passed","Thu Apr 24 20:16:25 GMT 2025","AdvancedMathsTest","Surefire test","AdvancedMathsTest","testFac"
"","0","testDivideNegative","Surefire suite","Thu Apr 24 20:16:27 GMT 2025","passed","Thu Apr 24 20:16:27 GMT 2025","SimpleMathsTest","Surefire test","SimpleMathsTest","testDivideNegative"
"","30","checkPropertyLastname","Surefire suite","Thu Apr 24 20:16:22 GMT 2025","passed","Thu Apr 24 20:16:22 GMT 2025","HamcrestTest","Surefire test","HamcrestTest","checkPropertyLastname"
"","0","testAddNegative","Surefire suite","Thu Apr 24 20:16:27 GMT 2025","passed","Thu Apr 24 20:16:27 GMT 2025","SimpleMathsTest","Surefire test","SimpleMathsTest","testAddNegative"
"","1","testCloseTo","Surefire suite","Thu Apr 24 20:16:22 GMT 2025","passed","Thu Apr 24 20:16:22 GMT 2025","HamcrestTest","Surefire test","HamcrestTest","testCloseTo"
"","3","getCircleAreaRadiusFromDataProvider","Surefire suite","Thu Apr 24 20:16:27 GMT 2025","passed","Thu Apr 24 20:16:27 GMT 2025","GeometryTest","Surefire test","GeometryTest","getCircleAreaRadiusFromDataProvider"
"","573","testGetUserNameInformationAgainstMock","Surefire suite","Thu Apr 24 20:16:26 GMT 2025","passed","Thu Apr 24 20:16:27 GMT 2025","GitHubConnectorTest","Surefire test","GitHubConnectorTest","testGetUserNameInformationAgainstMock"
"","2","testConcating","Surefire suite","Thu Apr 24 20:16:22 GMT 2025","passed","Thu Apr 24 20:16:22 GMT 2025","HamcrestTest","Surefire test","HamcrestTest","testConcating"
"","0","testDivideZero","Surefire suite","Thu Apr 24 20:16:27 GMT 2025","passed","Thu Apr 24 20:16:27 GMT 2025","SimpleMathsTest","Surefire test","SimpleMathsTest","testDivideZero"
"","0","testSquareRootOfMinusOneIsNotANumber","Surefire suite","Thu Apr 24 20:16:22 GMT 2025","passed","Thu Apr 24 20:16:22 GMT 2025","HamcrestTest","Surefire test","HamcrestTest","testSquareRootOfMinusOneIsNotANumber"
"","3","testAdd","Surefire suite","Thu Apr 24 20:16:22 GMT 2025","passed","Thu Apr 24 20:16:22 GMT 2025","HamcrestTest","Surefire test","HamcrestTest","testAdd"
"","1209","testAddition","Surefire suite","Thu Apr 24 20:16:22 GMT 2025","passed","Thu Apr 24 20:16:23 GMT 2025","MathsTest","Surefire test","MathsTest","testAddition"
"","165","testAckermann","Surefire suite","Thu Apr 24 20:16:23 GMT 2025","passed","Thu Apr 24 20:16:24 GMT 2025","AdvancedMathsTest","Surefire test","AdvancedMathsTest","testAckermann"
"","4","testEquals","Surefire suite","Thu Apr 24 20:16:22 GMT 2025","passed","Thu Apr 24 20:16:22 GMT 2025","RelationsTest","Surefire test","RelationsTest","testEquals"
"","0","mapHasKey","Surefire suite","Thu Apr 24 20:16:22 GMT 2025","passed","Thu Apr 24 20:16:22 GMT 2025","HamcrestTest","Surefire test","HamcrestTest","mapHasKey"
"","0","mapHasValue","Surefire suite","Thu Apr 24 20:16:22 GMT 2025","passed","Thu Apr 24 20:16:22 GMT 2025","HamcrestTest","Surefire test","HamcrestTest","mapHasValue"
"","0","testAdd","Surefire suite","Thu Apr 24 20:16:22 GMT 2025","passed","Thu Apr 24 20:16:22 GMT 2025","AnnotationTest","Surefire test","AnnotationTest","testAdd"
