"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","testCloseTo","Surefire suite","Thu Apr 24 21:22:47 GMT 2025","passed","Thu Apr 24 21:22:47 GMT 2025","HamcrestTest","Surefire test","HamcrestTest","testCloseTo"
"","6","checkPropertyLastnameWithValue","Surefire suite","Thu Apr 24 21:22:47 GMT 2025","passed","Thu Apr 24 21:22:47 GMT 2025","HamcrestTest","Surefire test","HamcrestTest","checkPropertyLastnameWithValue"
"","0","testDivideZero","Surefire suite","Thu Apr 24 21:22:53 GMT 2025","passed","Thu Apr 24 21:22:53 GMT 2025","SimpleMathsTest","Surefire test","SimpleMathsTest","testDivideZero"
"","2","checkTypeCompatibility","Surefire suite","Thu Apr 24 21:22:47 GMT 2025","passed","Thu Apr 24 21:22:47 GMT 2025","HamcrestTest","Surefire test","HamcrestTest","checkTypeCompatibility"
"","0","testDivideNegative","Surefire suite","Thu Apr 24 21:22:53 GMT 2025","passed","Thu Apr 24 21:22:53 GMT 2025","SimpleMathsTest","Surefire test","SimpleMathsTest","testDivideNegative"
"","1","testInitializedSimpleMaths","Surefire suite","Thu Apr 24 21:22:47 GMT 2025","passed","Thu Apr 24 21:22:47 GMT 2025","AnnotationTest","Surefire test","AnnotationTest","testInitializedSimpleMaths"
"","2","testConcating","Surefire suite","Thu Apr 24 21:22:47 GMT 2025","passed","Thu Apr 24 21:22:47 GMT 2025","HamcrestTest","Surefire test","HamcrestTest","testConcating"
"","3","testDivisionByZero","Surefire suite","Thu Apr 24 21:22:48 GMT 2025","passed","Thu Apr 24 21:22:48 GMT 2025","MathsTest","Surefire test","MathsTest","testDivisionByZero"
"","0","testMultiplyNegative","Surefire suite","Thu Apr 24 21:22:53 GMT 2025","passed","Thu Apr 24 21:22:53 GMT 2025","SimpleMathsTest","Surefire test","SimpleMathsTest","testMultiplyNegative"
"","5","testEquals","Surefire suite","Thu Apr 24 21:22:47 GMT 2025","passed","Thu Apr 24 21:22:47 GMT 2025","RelationsTest","Surefire test","RelationsTest","testEquals"
"","0","testMultiply","Surefire suite","Thu Apr 24 21:22:53 GMT 2025","passed","Thu Apr 24 21:22:53 GMT 2025","SimpleMathsTest","Surefire test","SimpleMathsTest","testMultiply"
"","0","testFac","Surefire suite","Thu Apr 24 21:22:49 GMT 2025","passed","Thu Apr 24 21:22:49 GMT 2025","AdvancedMathsTest","Surefire test","AdvancedMathsTest","testFac"
"","0","testNegativeFac","Surefire suite","Thu Apr 24 21:22:49 GMT 2025","passed","Thu Apr 24 21:22:49 GMT 2025","AdvancedMathsTest","Surefire test","AdvancedMathsTest","testNegativeFac"
"","84","checkPropertyLastname","Surefire suite","Thu Apr 24 21:22:46 GMT 2025","passed","Thu Apr 24 21:22:47 GMT 2025","HamcrestTest","Surefire test","HamcrestTest","checkPropertyLastname"
"","1","testAdd","Surefire suite","Thu Apr 24 21:22:47 GMT 2025","passed","Thu Apr 24 21:22:47 GMT 2025","AnnotationTest","Surefire test","AnnotationTest","testAdd"
"","0","getCircleAreaRadiusFromDataProvider","Surefire suite","Thu Apr 24 21:22:53 GMT 2025","passed","Thu Apr 24 21:22:53 GMT 2025","GeometryTest","Surefire test","GeometryTest","getCircleAreaRadiusFromDataProvider"
"","0","testNotGreaterThan","Surefire suite","Thu Apr 24 21:22:47 GMT 2025","passed","Thu Apr 24 21:22:47 GMT 2025","RelationsTest","Surefire test","RelationsTest","testNotGreaterThan"
"","1","testGreaterThan","Surefire suite","Thu Apr 24 21:22:47 GMT 2025","passed","Thu Apr 24 21:22:47 GMT 2025","RelationsTest","Surefire test","RelationsTest","testGreaterThan"
"","1","mapHasValue","Surefire suite","Thu Apr 24 21:22:47 GMT 2025","passed","Thu Apr 24 21:22:47 GMT 2025","HamcrestTest","Surefire test","HamcrestTest","mapHasValue"
"","0","testDivide","Surefire suite","Thu Apr 24 21:22:53 GMT 2025","passed","Thu Apr 24 21:22:53 GMT 2025","SimpleMathsTest","Surefire test","SimpleMathsTest","testDivide"
"","1","mapHasKey","Surefire suite","Thu Apr 24 21:22:47 GMT 2025","passed","Thu Apr 24 21:22:47 GMT 2025","HamcrestTest","Surefire test","HamcrestTest","mapHasKey"
